,batterName,Run_Value
863,Stratton,-6.894388054916492
654,Ortega,-6.974552000812072
391,Headley,-6.989770328772525
982,"Young, C",-7.091291297503725
748,Robinson,-7.104842128004135
755,"Rodriguez, Ro",-7.1520214662418375
738,Richard,-7.152978681763171
149,"Castro, J",-7.18542704340107
566,"McCann, B",-7.247735904552786
591,Mikolas,-7.290426257376424
751,"Rodriguez, D",-7.3130335454743856
197,"Cuevas, N",-7.321033112368802
835,Smolinski,-7.36314091004699
86,Blach,-7.36600325965731
294,Freitas,-7.408437168261073
634,Nido,-7.44603917294585
51,Bailey,-7.456911622812724
517,Longoria,-7.508322312979904
677,"Perez, H",-7.508829286467841
40,Arrieta,-7.544443804102792
897,Tocci,-7.55350395538977
84,Bird,-7.574574109279765
396,Hellickson,-7.650625033936913
187,Cowart,-7.701203294800881
394,Hechavarria,-7.702161508123339
758,Romano,-7.766674738951874
270,"Flaherty, J",-7.783696834390034
118,Buehler,-7.8220583012649705
334,Gomes,-7.839766289083192
474,Kiermaier,-7.849037821438584
909,Tucker,-7.906415087428718
273,Flores,-7.917571647719098
109,Briceno,-7.934835264490276
90,Blandino,-7.988727960740393
955,Wheeler,-7.989699112371277
43,Asuaje,-8.070189268405283
547,"Marrero, D",-8.127758856921742
862,Strasburg,-8.151003084883225
181,Corbin,-8.177112779635097
46,Avila,-8.191702445173746
965,"Wilson, B",-8.198973947284639
587,Mercer,-8.290824228363256
407,"Hernandez, T",-8.309371766530726
605,Montgomery,-8.343356937454333
524,Lucchesi,-8.386237795368885
215,DeShields,-8.455283409352603
22,Altherr,-8.462768682432056
28,"Anderson, T",-8.488848255074787
157,Chacin,-8.509209045989172
881,Syndergaard,-8.532621526132637
961,"Williams, M",-8.554847498834015
32,Andrus,-8.601693762808269
536,Mahtook,-8.662830679062353
392,Healy,-8.713584302604039
632,Newman,-8.767144392842948
242,Duvall,-8.780282269895874
695,Pivetta,-8.830775785204075
388,Harrison,-8.95534689551151
773,Rua,-9.015873227494591
533,Maeda,-9.040958608633819
951,Weaver,-9.041317439864338
790,"Sanchez, Y",-9.08073615487768
785,"Sanchez, A",-9.113442736589985
963,"Williams, T",-9.22980703180521
27,"Anderson, Ch",-9.243070817874248
230,Dixon,-9.43462400117237
417,"Hill, R",-9.466473465509495
125,Buxton,-9.47175294002387
146,"Castillo, L",-9.482879524957168
5,"Adams, M",-9.591629706075128
130,"Calhoun, K",-9.628281534274484
528,Luplow,-9.695975782684844
653,Orlando,-9.696771893631528
720,Ray,-9.760299908676728
265,Field,-9.813383657640353
449,"Jones, A",-9.87190360742871
803,Schoop,-9.888887403280178
356,"Gray, J",-9.914879161931701
488,Kratz,-10.036316272395768
973,"Wood, A",-10.168054908806923
631,Newcomb,-10.172322935627713
905,Travis,-10.2071082583449
245,Eflin,-10.209749931370272
188,Cozart,-10.320680558224264
2,Adames,-10.321164164190353
395,Hedges,-10.360748695334033
914,Urena,-10.380155565466751
981,Young Jr.,-10.413017586467756
442,Jankowski,-10.482925587669568
676,"Perez, C",-10.522336836328094
190,Crawford,-10.565368949313266
539,Maldonado,-10.643249132322484
880,Swihart,-10.724626051728926
329,Godley,-10.734120252248992
690,Pillar,-10.817188092445974
342,"Gonzalez, G",-10.87845340258907
667,"Pena, F",-11.065228481273161
311,"Garcia, G",-11.277137629170225
389,Harvey,-11.426634440624431
637,Nola,-11.49283392764217
869,"Suarez, A",-11.502484568002865
657,Owings,-11.587632535617985
207,"Davis, J",-11.653454990756583
506,Lester,-11.732009902108858
612,Morrison,-11.829219722468268
279,Foltynewicz,-11.922270989213326
331,Goins,-12.089497725753604
840,Sogard,-12.153771186565885
89,"Blanco, G",-12.270272028308444
55,Barnhart,-12.2934229661935
883,Taillon,-12.409402003094462
271,"Flaherty, R",-12.457556683358876
484,Knapp,-12.482931252331346
66,Beckham,-12.617920350699166
410,"Herrera, R",-12.671574281762402
679,"Perez, R",-12.674087789553539
691,Pina,-12.726351033533494
18,Almonte,-12.73506174569885
421,Holaday,-12.754320361130384
712,Quintana,-12.794302207471334
422,"Holland, D",-12.977045064024987
821,Shuck,-13.025294115922323
243,"Dyson, J",-13.13786218423157
808,"Seager, K",-13.176651400564028
475,Kiner-Falefa,-13.181887655204076
621,"Murphy, JR",-13.196617194012312
199,Cuthbert,-13.277684164754897
19,Almora Jr.,-13.38363612501391
289,Freeland,-13.527134895299488
398,Hendricks,-13.548652760929205
660,Panik,-13.634082161541391
558,Mathis,-13.639769533393277
439,"Jackson, A",-13.831049826137644
762,"Romine, An",-13.978992229037145
541,Mancini,-14.029287103747311
734,"Reyes, V",-14.116825705869179
53,"Barnes, A",-14.344082926222377
282,Forsythe,-14.47766951356734
478,Kinsler,-14.541308899930595
895,Thompson,-14.932719024200722
229,Difo,-15.021047784423878
133,Candelario,-15.045066345426394
919,Valaika,-15.192930484811766
732,"Reyes, J",-15.294350784629984
641,Nova,-15.29646720635327
209,"Davis, R",-15.726492835135202
680,"Perez, S",-15.792983949797518
642,"Nunez, E",-15.944039470293037
29,"Anderson, Ti",-15.982256506946525
453,"Joseph, Ca",-16.037761534109272
757,Rojas,-16.03981253329003
405,"Hernandez, G",-16.042454362983833
744,"Rivera, Y",-16.12639653487166
17,"Allen, G",-16.326258725437608
525,Lucroy,-16.44767313490694
693,Pirela,-16.482104195989823
234,"Dozier, H",-16.533005694573752
871,Sucre,-16.69643452553183
920,Valbuena,-16.891185278841427
813,"Severino, P",-17.288516754673154
283,Fowler,-18.2636102890619
988,Zunino,-18.718541843152106
556,"Martinez, V",-18.85150120751317
335,Gomez,-19.843348947215077
768,"Rosario, A",-20.324624971209943
254,"Escobar, A",-20.420280191483695
926,Vazquez,-20.94249735150295
841,Solarte,-21.076070538732573
111,Brinson,-21.320073229977254
890,"Taylor, M",-21.728288939945884
38,"Arcia, O",-21.739332384818486
476,Kingery,-22.048008657223225
378,Hamilton,-22.091662007503892
822,Sierra,-22.265213312514565
206,"Davis, C",-22.488662689385574
348,"Gordon, D",-24.44002218038354
565,McCann,-24.483902035520853
505,Leon,-24.600316849589124
250,Engel,-25.44847118982337
450,"Jones, J",-27.244452423350648
