shoot_player,conse_shot_hit,average_lag_hit,conditional_prob,average_hit,diff_prob,shot_count
DeMarre Carroll,0.16981132075471697,0.42138364779874216,0.4029850746268656,0.4007285974499089,0.002256477176956706,549
Dejounte Murray,0.21176470588235294,0.4588235294117647,0.46153846153846156,0.4310344827586206,0.030503978779840957,116
Delon Wright,0.1978021978021978,0.4065934065934066,0.48648648648648646,0.4260869565217391,0.060399529964747345,115
Demetrius Jackson,0.0,0.5,0.0,0.75,-0.75,4
Dennis Schroder,0.19454225352112675,0.4515845070422535,0.43079922027290446,0.4510288065843621,-0.02022958631145766,1215
Denzel Valentine,0.13135593220338984,0.3771186440677966,0.34831460674157305,0.3541666666666667,-0.005852059925093633,288
Deron Williams,0.19402985074626866,0.44776119402985076,0.43333333333333335,0.4383333333333333,-0.004999999999999949,600
Derrick Favors,0.26975476839237056,0.5095367847411444,0.5294117647058824,0.486810551558753,0.042601213147129335,417
"Derrick Jones, Jr.",0.3191489361702128,0.5425531914893617,0.5882352941176472,0.5666666666666667,0.021568627450980538,120
Derrick Rose,0.22562979189485213,0.47426067907995617,0.47575057736720555,0.4708290685772773,0.004921508789928253,977
Derrick Williams,0.18090452261306533,0.41708542713567837,0.4337349397590362,0.4426229508196721,-0.008888011060635914,244
Devin Booker,0.1856508875739645,0.4326923076923077,0.42905982905982903,0.4237762237762237,0.0052836052836053304,1430
Devin Harris,0.12949640287769784,0.4028776978417266,0.32142857142857145,0.3976608187134502,-0.07623224728487876,342
Dewayne Dedmon,0.3968253968253968,0.6243386243386243,0.635593220338983,0.6216216216216216,0.013971598717361422,259
Deyonta Davis,0.32,0.6,0.5333333333333333,0.5106382978723404,0.02269503546099294,47
Diamond Stone,0.125,0.25,0.5,0.2307692307692307,0.2692307692307693,13
Dion Waiters,0.18152350081037277,0.4376012965964344,0.4148148148148148,0.4238310708898944,-0.00901625607507961,663
Dirk Nowitzki,0.1875,0.4423076923076923,0.42391304347826086,0.4365781710914454,-0.012665127613184557,678
Domantas Sabonis,0.15,0.3925,0.38216560509554137,0.3991683991683992,-0.01700279407285782,481
Donatas Motiejunas,0.16666666666666666,0.4351851851851852,0.3829787234042553,0.4130434782608695,-0.030064754856614195,138
Dorian Finney-Smith,0.13076923076923078,0.38076923076923075,0.3434343434343435,0.3712574850299401,-0.027823141595596623,334
Doug McDermott,0.20506912442396313,0.45161290322580644,0.45408163265306123,0.4457831325301205,0.008298500122940755,498
Dragan Bender,0.16666666666666666,0.4166666666666667,0.39999999999999997,0.3540372670807453,0.04596273291925468,161
Draymond Green,0.19130434782608696,0.4295652173913043,0.4453441295546559,0.4178187403993855,0.02752538915527042,651
Dwight Howard,0.39814814814814814,0.6259259259259259,0.636094674556213,0.6319218241042345,0.004172850451978571,614
Dwight Powell,0.27631578947368424,0.5197368421052632,0.5316455696202532,0.5145888594164456,0.017056710203807612,377
Dwyane Wade,0.19217877094972066,0.4435754189944134,0.4332493702770781,0.4335078534031413,-0.00025848312606319146,955
E'Twaun Moore,0.19744058500914077,0.4716636197440585,0.4186046511627907,0.4564516129032258,-0.03784696174043506,620
Ed Davis,0.3,0.54,0.5555555555555555,0.528169014084507,0.027386541471048464,142
Elfrid Payton,0.23067632850241546,0.48429951690821255,0.47630922693266836,0.4725274725274725,0.0037817544051958474,910
Elliott Williams,0.0,0.625,0.0,0.5,-0.5,12
Emmanuel Mudiay,0.15461847389558234,0.38755020080321284,0.3989637305699482,0.3768115942028985,0.022152136367049713,552
Enes Kanter,0.3037593984962406,0.5533834586466165,0.5489130434782609,0.5454545454545454,0.0034584980237154506,737
Eric Bledsoe,0.17507723995880536,0.4325437693099897,0.40476190476190477,0.4329797492767598,-0.02821784451485504,1037
Eric Gordon,0.15654952076677317,0.4068157614483493,0.3848167539267016,0.4063116370808678,-0.0214948831541662,1014
Ersan Ilyasova,0.1970260223048327,0.4399008674101611,0.44788732394366193,0.4319460067491563,0.015941317194505644,889
Evan Fournier,0.18372093023255814,0.43953488372093025,0.41798941798941797,0.4396551724137931,-0.021665754424375128,928
Evan Turner,0.19301848049281314,0.4353182751540041,0.44339622641509435,0.426497277676951,0.01689894873814335,551
Frank Kaminsky,0.1815680880330124,0.40715268225584594,0.44594594594594594,0.399002493765586,0.046943452180359946,802
Fred VanVleet,0.13414634146341464,0.3780487804878049,0.3548387096774194,0.3545454545454545,0.00029325513196487574,110
Garrett Temple,0.1983695652173913,0.4320652173913043,0.4591194968553459,0.4236111111111111,0.035508385744234816,432
Gary Harris,0.24352331606217617,0.5043177892918825,0.48287671232876717,0.5031446540880503,-0.020267941759283148,636
Gary Payton II,0.17647058823529413,0.47058823529411764,0.37500000000000006,0.3636363636363636,0.011363636363636465,22
George Hill,0.23159784560143626,0.48473967684021546,0.47777777777777775,0.4768976897689769,0.00088008800880085,606
George Niang,0.0,0.21052631578947367,0.0,0.25,-0.25,36
Georgios Papagiannis,0.27380952380952384,0.5238095238095238,0.5227272727272727,0.5490196078431373,-0.026292335115864596,102
Gerald Green,0.20212765957446807,0.43617021276595747,0.46341463414634143,0.407725321888412,0.055689312257929446,233
Gerald Henderson,0.18997912317327767,0.4405010438413361,0.43127962085308064,0.4246823956442831,0.006597225208797519,551
Giannis Antetokounmpo,0.2650807136788445,0.5284621920135939,0.5016077170418006,0.5218774860779634,-0.020269769036162733,1257
Glenn Robinson III,0.22794117647058823,0.48161764705882354,0.47328244274809156,0.4660766961651917,0.007205746582899852,339
Goran Dragic,0.21577946768060838,0.4838403041825095,0.4459724950884087,0.4746666666666667,-0.028694171578257988,1125
Gordon Hayward,0.22294172062904719,0.47548566142460685,0.4688715953307393,0.4722703639514731,-0.003398768620733794,1154
Gorgui Dieng,0.2647058823529412,0.5173010380622838,0.5117056856187291,0.503030303030303,0.00867538258842604,660
Greg Monroe,0.27286821705426356,0.524031007751938,0.5207100591715976,0.5330578512396694,-0.012347792068071795,726
Greivis Vasquez,0.0,0.2,0.0,0.25,-0.25,8
Guillermo Hernangomez,0.27386934673366836,0.5301507537688442,0.5165876777251185,0.531317494600432,-0.014729816875313495,463
Harrison Barnes,0.20982514571190675,0.47293921731890093,0.44366197183098594,0.46796875,-0.024306778169014054,1280
Hassan Whiteside,0.3203125,0.5602678571428571,0.5717131474103586,0.5570400822199383,0.014673065190420331,973
Henry Ellenson,0.125,0.3958333333333333,0.31578947368421056,0.359375,-0.043585526315789436,64
Hollis Thompson,0.15,0.41875,0.3582089552238806,0.385,-0.026791044776119433,200
Ian Clark,0.2346368715083799,0.505586592178771,0.46408839779005523,0.48729792147806,-0.023209523688004774,433
Ian Mahinmi,0.4024390243902439,0.6219512195121951,0.6470588235294118,0.5909090909090909,0.05614973262032086,110
Iman Shumpert,0.16464891041162227,0.4116222760290557,0.39999999999999997,0.4110429447852761,-0.011042944785276121,489
Isaiah Canaan,0.1223021582733813,0.38848920863309355,0.3148148148148148,0.3641618497109826,-0.04934703489616776,173
Isaiah Thomas,0.19613457408732998,0.46241947029348607,0.42414860681114547,0.4630006788866259,-0.038852072075480415,1473
Isaiah Whitehead,0.15172413793103448,0.4045977011494253,0.375,0.4023668639053254,-0.02736686390532539,507
Ish Smith,0.19640179910044978,0.4362818590704648,0.4501718213058419,0.4398395721925133,0.010332249113328584,748
Ivica Zubac,0.31683168316831684,0.5495049504950495,0.5765765765765766,0.5294117647058824,0.04716481187069421,238
J.J. Barea,0.16558441558441558,0.42207792207792205,0.39230769230769236,0.4139941690962099,-0.02168647678851754,343
J.R. Smith,0.12380952380952381,0.34285714285714286,0.3611111111111111,0.3455056179775281,0.015605493133583004,356
JJ Redick,0.20418204182041821,0.46248462484624847,0.44148936170212766,0.4444444444444444,-0.0029550827423167614,891
JaMychal Green,0.25829383886255924,0.5023696682464455,0.5141509433962265,0.501002004008016,0.01314893938821049,499
JaVale McGee,0.44129554655870445,0.6558704453441295,0.6728395061728395,0.6520376175548589,0.020801888617980602,319
Jabari Parker,0.22673656618610746,0.4941022280471822,0.4588859416445623,0.4901719901719901,-0.03128604852742778,814
Jae Crowder,0.20987654320987653,0.4660493827160494,0.45033112582781454,0.4625,-0.012168874172185484,720
Jahlil Okafor,0.2785714285714286,0.5333333333333333,0.5223214285714286,0.5148936170212766,0.007427811550152041,470
Jake Layman,0.07692307692307693,0.3076923076923077,0.25,0.2921348314606741,-0.042134831460674094,89
Jakob Poeltl,0.39436619718309857,0.5633802816901409,0.7,0.5826086956521739,0.11739130434782608,115
Jamal Crawford,0.1649746192893401,0.4276649746192893,0.3857566765578635,0.4126436781609195,-0.026887001603056015,870
Jamal Murray,0.17592592592592593,0.4166666666666667,0.4222222222222222,0.4046639231824417,0.01755829903978051,729
Jameer Nelson,0.1947069943289225,0.46502835538752363,0.4186991869918699,0.4437086092715231,-0.025009422279653193,604
James Ennis III,0.19230769230769232,0.48846153846153845,0.3937007874015748,0.454828660436137,-0.061127873034562186,321
James Harden,0.18056512749827705,0.44658855961405924,0.404320987654321,0.4399477806788511,-0.03562679302453009,1532
James Johnson,0.23435225618631733,0.4861717612809316,0.4820359281437126,0.4829396325459317,-0.0009037044022190965,762
James Jones,0.23529411764705882,0.45588235294117646,0.5161290322580645,0.47,0.04612903225806453,100
James Michael McAdoo,0.2894736842105263,0.5657894736842105,0.5116279069767442,0.5254237288135594,-0.013795821836815159,118
James Young,0.19444444444444445,0.4722222222222222,0.411764705882353,0.4310344827586206,-0.01926977687626763,58
Jared Dudley,0.1795774647887324,0.46830985915492956,0.3834586466165414,0.453757225433526,-0.07029857881698459,346
Jared Sullinger,0.15384615384615385,0.358974358974359,0.4285714285714286,0.3125,0.1160714285714286,48
Jarell Eddie,0.125,0.3125,0.4,0.3157894736842105,0.08421052631578951,19
Jarell Martin,0.11403508771929824,0.41228070175438597,0.276595744680851,0.3815789473684211,-0.10498320268757005,152
Jarrett Jack,0.0,0.5,0.0,0.6666666666666666,-0.6666666666666666,3
Jarrod Uthoff,0.2,0.3333333333333333,0.6000000000000001,0.4210526315789473,0.1789473684210528,38
Jason Smith,0.26848249027237353,0.5291828793774319,0.5073529411764706,0.5272727272727272,-0.019919786096256664,330
Jason Terry,0.15204678362573099,0.4269005847953216,0.3561643835616438,0.4320987654320987,-0.07593438187045487,243
Jaylen Brown,0.19827586206896552,0.47701149425287354,0.4156626506024097,0.4528301886792453,-0.03716753807683559,424
Jeff Green,0.1554192229038855,0.3967280163599182,0.3917525773195876,0.3942652329749104,-0.002512655655322771,558
Jeff Teague,0.19249394673123488,0.4467312348668281,0.43089430894308944,0.4427312775330396,-0.011836968589950148,908
Jeff Withey,0.25,0.53125,0.47058823529411764,0.5339805825242718,-0.06339234723015419,103
Jerami Grant,0.1968503937007874,0.4448818897637795,0.4424778761061947,0.4634146341463415,-0.020936758040146775,328
Jeremy Lamb,0.20512820512820512,0.46153846153846156,0.4444444444444444,0.460285132382892,-0.015840687938447562,491
Jeremy Lin,0.17857142857142858,0.4423076923076923,0.4037267080745342,0.4375,-0.0337732919254658,400
Jerian Grant,0.2033195020746888,0.43568464730290457,0.4666666666666667,0.4252491694352159,0.04141749723145077,301
Jerryd Bayless,0.10344827586206896,0.3793103448275862,0.27272727272727276,0.34375,-0.07102272727272724,32
Jimmy Butler,0.1989795918367347,0.4549319727891156,0.4373831775700935,0.4552715654952076,-0.017888387925114102,1252
Joakim Noah,0.28205128205128205,0.4935897435897436,0.5714285714285714,0.4900990099009901,0.0813295615275813,202
Jodie Meeks,0.19545454545454546,0.42272727272727273,0.4623655913978495,0.40234375,0.060021841397849496,256
Joe Harris,0.16774193548387098,0.45806451612903226,0.36619718309859156,0.425414364640884,-0.05921718154229244,362
Joe Ingles,0.21081081081081082,0.46756756756756757,0.45086705202312144,0.4523281596452328,-0.0014611076221113795,451
Joe Johnson,0.20109689213893966,0.4515539305301645,0.44534412955465585,0.4368,0.008544129554655833,625
Joe Young,0.21739130434782608,0.3695652173913043,0.5882352941176471,0.3611111111111111,0.22712418300653597,72
Joel Anthony,0.375,0.5,0.75,0.625,0.125,16
Joel Bolomboy,0.1111111111111111,0.5555555555555556,0.19999999999999998,0.5625,-0.36250000000000004,16
Joel Embiid,0.20854271356783918,0.4648241206030151,0.4486486486486486,0.4662004662004662,-0.01755181755181756,429
Joffrey Lauvergne,0.1947565543071161,0.4606741573033708,0.4227642276422764,0.4417910447761194,-0.01902681713384302,335
John Henson,0.24015748031496062,0.547244094488189,0.4388489208633093,0.5129032258064516,-0.07405430494314236,310
John Lucas III,0.0,0.3333333333333333,0.0,0.25,-0.25,4
John Wall,0.19690265486725664,0.4564896755162242,0.431340872374798,0.4511854951185495,-0.019844622743751483,1434
Johnny O'Bryant III,0.35,0.55,0.6363636363636362,0.5,0.13636363636363624,30
Jon Leuer,0.23909249563699825,0.48342059336823734,0.49458483754512633,0.4806800618238022,0.013904775721324147,647
Jonas Jerebko,0.1925133689839572,0.42780748663101603,0.45,0.4351145038167939,0.014885496183206115,262
Jonas Valanciunas,0.3054662379421222,0.5562700964630225,0.5491329479768786,0.5569800569800569,-0.00784710900317831,702
Jonathan Gibson,0.10975609756097561,0.32926829268292684,0.3333333333333333,0.3684210526315789,-0.03508771929824561,95
Jonathon Simmons,0.1875,0.4346590909090909,0.43137254901960786,0.4204275534441805,0.010944995575427385,421
Jordan Clarkson,0.19655521783181357,0.44680851063829785,0.4399092970521542,0.4462114125350795,-0.006302115482925308,1069
Jordan Crawford,0.21105527638190955,0.48743718592964824,0.4329896907216495,0.481651376146789,-0.04866168542513949,218
Jordan Farmar,0.1,0.3,0.33333333333333337,0.3333333333333333,5.551115123125783e-17,12
Jordan Hill,0.1111111111111111,0.4444444444444444,0.25,0.3846153846153846,-0.13461538461538458,13
Jordan McRae,0.13114754098360656,0.3770491803278688,0.3478260869565218,0.3866666666666666,-0.03884057971014482,150
Jordan Mickey,0.29411764705882354,0.5294117647058824,0.5555555555555556,0.4411764705882353,0.1143790849673203,34
Jose Calderon,0.24742268041237114,0.44329896907216493,0.5581395348837209,0.4104477611940298,0.1476917736896911,134
Josh Huestis,0.2222222222222222,0.5555555555555556,0.39999999999999997,0.5454545454545454,-0.14545454545454545,11
Josh McRoberts,0.125,0.3854166666666667,0.3243243243243243,0.3728813559322034,-0.04855703160787911,118
Josh Richardson,0.12608695652173912,0.4,0.3152173913043478,0.3937621832358674,-0.07854479193151964,513
Jrue Holiday,0.21039903264812576,0.46916565900846435,0.44845360824742264,0.4530201342281879,-0.004566525980765235,894
Juancho Hernangomez,0.16666666666666666,0.4885057471264368,0.34117647058823525,0.452914798206278,-0.11173832761804275,223
Julius Randle,0.22142857142857142,0.4742857142857143,0.46686746987951805,0.4870801033591731,-0.020212633479655073,774
Justin Anderson,0.17759562841530055,0.4207650273224044,0.42207792207792205,0.4266055045871559,-0.004527582509233852,436
Justin Hamilton,0.2088607594936709,0.46835443037974683,0.44594594594594594,0.4591029023746701,-0.013156956428724165,379
Justin Harper,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.4166666666666667,-0.08333333333333337,12
Justin Holiday,0.16885964912280702,0.43640350877192985,0.3869346733668341,0.433085501858736,-0.046150828491901885,538
Justise Winslow,0.15865384615384615,0.36538461538461536,0.4342105263157895,0.3539823008849557,0.0802282254308338,226
Jusuf Nurkic,0.26652452025586354,0.511727078891258,0.5208333333333334,0.5074906367041199,0.013342696629213502,534
KJ McDaniels,0.20610687022900764,0.4351145038167939,0.4736842105263158,0.4529411764705882,0.020743034055727638,170
Karl-Anthony Towns,0.2927702219040802,0.5468861846814602,0.5353403141361257,0.5422582826233941,-0.006917968487268444,1479
Kawhi Leonard,0.21890145395799676,0.48465266558966075,0.45166666666666666,0.4847560975609756,-0.033089430894308935,1312
Kay Felder,0.20491803278688525,0.4180327868852459,0.49019607843137253,0.3924050632911392,0.0977910151402333,158
Kelly Olynyk,0.27419354838709675,0.543778801843318,0.5042372881355932,0.5108055009823183,-0.006568212846725041,509
Kelly Oubre Jr.,0.18256130790190736,0.43869209809264303,0.4161490683229814,0.4198645598194131,-0.0037154914964317443,443
Kemba Walker,0.20408163265306123,0.44387755102040816,0.45977011494252873,0.4431426602343211,0.016627454708207645,1451
Kenneth Faried,0.3154929577464789,0.5549295774647888,0.5685279187817259,0.5493975903614458,0.019130328420280174,415
