shoot_player,date,shot_per_game
Jared Dudley,2016-11-08,2
Jared Dudley,2016-11-09,9
Jared Dudley,2016-11-12,12
Jared Dudley,2016-11-13,9
Jared Dudley,2016-11-16,4
Jared Dudley,2016-11-18,10
Jared Dudley,2016-11-19,7
Jared Dudley,2016-11-21,9
Jared Dudley,2016-11-23,4
Jared Dudley,2016-11-25,5
Jared Dudley,2016-11-30,9
Jared Dudley,2016-12-03,4
Jared Dudley,2016-12-06,5
Jared Dudley,2016-12-07,11
Jared Dudley,2016-12-09,8
Jared Dudley,2016-12-11,6
Jared Dudley,2016-12-13,4
Jared Dudley,2016-12-15,5
Jared Dudley,2016-12-17,4
Jared Dudley,2016-12-19,6
Jared Dudley,2016-12-21,3
Jared Dudley,2016-12-23,4
Jared Dudley,2017-01-02,1
Jared Dudley,2017-01-26,2
Jared Dudley,2017-01-28,1
Jared Dudley,2017-02-04,3
Jared Dudley,2017-02-06,6
Jared Dudley,2017-02-08,5
Jared Dudley,2017-02-10,4
Jared Dudley,2017-02-11,5
Jared Dudley,2017-02-13,4
Jared Dudley,2017-02-15,3
Jared Dudley,2017-02-24,4
Jared Dudley,2017-02-26,5
Jared Dudley,2017-02-28,4
Jared Dudley,2017-03-02,7
Jared Dudley,2017-03-03,4
Jared Dudley,2017-03-05,6
Jared Dudley,2017-03-07,1
Jared Dudley,2017-03-09,2
Jared Dudley,2017-03-11,5
Jared Dudley,2017-03-12,2
Jared Dudley,2017-03-15,5
Jared Dudley,2017-03-17,9
Jared Dudley,2017-03-19,7
Jared Dudley,2017-03-21,6
Jared Dudley,2017-03-23,4
Jared Dudley,2017-03-24,3
Jared Dudley,2017-03-26,6
Jared Dudley,2017-03-28,11
Jared Dudley,2017-03-30,7
Jared Dudley,2017-04-01,4
Jared Dudley,2017-04-02,14
Jared Dudley,2017-04-05,14
Jared Dudley,2017-04-07,8
Jared Sullinger,2017-01-18,10
Jared Sullinger,2017-01-20,5
Jared Sullinger,2017-01-22,6
Jared Sullinger,2017-01-24,4
Jared Sullinger,2017-01-25,6
Jared Sullinger,2017-01-29,1
Jared Sullinger,2017-02-01,8
Jared Sullinger,2017-02-03,6
Jared Sullinger,2017-02-08,2
Jarell Eddie,2017-03-19,8
Jarell Eddie,2017-03-21,2
Jarell Eddie,2017-03-28,9
Jarell Martin,2016-10-29,9
Jarell Martin,2016-10-30,4
Jarell Martin,2016-11-01,7
Jarell Martin,2016-11-02,6
Jarell Martin,2016-11-04,1
Jarell Martin,2016-11-06,2
Jarell Martin,2016-11-08,4
Jarell Martin,2016-11-12,3
Jarell Martin,2016-11-16,1
Jarell Martin,2016-11-18,2
Jarell Martin,2016-11-21,1
Jarell Martin,2016-11-23,5
Jarell Martin,2016-11-25,4
Jarell Martin,2016-11-26,6
Jarell Martin,2016-11-28,13
Jarell Martin,2016-11-30,5
Jarell Martin,2016-12-01,11
Jarell Martin,2016-12-03,3
Jarell Martin,2016-12-05,8
Jarell Martin,2016-12-06,1
Jarell Martin,2016-12-08,2
Jarell Martin,2016-12-10,10
Jarell Martin,2016-12-13,4
Jarell Martin,2016-12-14,2
Jarell Martin,2016-12-16,2
Jarell Martin,2016-12-18,7
Jarell Martin,2016-12-20,3
Jarell Martin,2016-12-21,1
Jarell Martin,2016-12-23,2
Jarell Martin,2016-12-26,3
Jarell Martin,2016-12-27,2
Jarell Martin,2016-12-31,3
Jarell Martin,2017-01-03,1
Jarell Martin,2017-01-04,3
Jarell Martin,2017-01-20,2
Jarell Martin,2017-01-21,1
Jarell Martin,2017-04-09,4
Jarell Martin,2017-04-12,4
Jarnell Stokes,2016-11-10,1
Jarrett Jack,2017-02-25,3
Jarrod Uthoff,2017-03-13,1
Jarrod Uthoff,2017-03-29,3
Jarrod Uthoff,2017-04-04,8
Jarrod Uthoff,2017-04-05,1
Jarrod Uthoff,2017-04-07,9
Jarrod Uthoff,2017-04-09,8
Jarrod Uthoff,2017-04-11,2
Jarrod Uthoff,2017-04-12,6
Jason Smith,2016-10-27,2
Jason Smith,2016-10-30,1
Jason Smith,2016-11-04,3
Jason Smith,2016-11-07,3
Jason Smith,2016-11-09,3
Jason Smith,2016-11-11,1
Jason Smith,2016-11-12,4
Jason Smith,2016-11-16,2
Jason Smith,2016-11-17,2
Jason Smith,2016-11-19,3
Jason Smith,2016-11-21,3
Jason Smith,2016-11-25,4
Jason Smith,2016-11-26,6
Jason Smith,2016-11-28,8
Jason Smith,2016-11-30,4
Jason Smith,2016-12-02,6
Jason Smith,2016-12-05,2
Jason Smith,2016-12-06,5
Jason Smith,2016-12-08,1
Jason Smith,2016-12-10,2
Jason Smith,2016-12-12,3
Jason Smith,2016-12-14,9
Jason Smith,2016-12-16,2
Jason Smith,2016-12-19,2
Jason Smith,2016-12-21,4
Jason Smith,2016-12-23,1
Jason Smith,2016-12-26,1
Jason Smith,2016-12-28,4
Jason Smith,2016-12-30,7
Jason Smith,2017-01-02,3
Jason Smith,2017-01-03,3
Jason Smith,2017-01-06,8
Jason Smith,2017-01-08,3
Jason Smith,2017-01-10,7
Jason Smith,2017-01-11,9
Jason Smith,2017-01-14,6
Jason Smith,2017-01-16,4
Jason Smith,2017-01-18,8
Jason Smith,2017-01-19,8
Jason Smith,2017-01-21,9
Jason Smith,2017-01-23,4
Jason Smith,2017-01-24,2
Jason Smith,2017-01-27,2
Jason Smith,2017-01-29,4
Jason Smith,2017-01-31,2
Jason Smith,2017-02-02,5
Jason Smith,2017-02-04,4
Jason Smith,2017-02-06,4
Jason Smith,2017-02-08,9
Jason Smith,2017-02-10,5
Jason Smith,2017-02-13,5
Jason Smith,2017-02-16,2
Jason Smith,2017-02-24,1
Jason Smith,2017-03-01,4
Jason Smith,2017-03-07,7
Jason Smith,2017-03-10,4
Jason Smith,2017-03-11,1
Jason Smith,2017-03-13,3
Jason Smith,2017-03-15,2
Jason Smith,2017-03-17,15
Jason Smith,2017-03-18,8
Jason Smith,2017-03-20,8
Jason Smith,2017-03-22,7
Jason Smith,2017-03-24,7
Jason Smith,2017-03-25,4
Jason Smith,2017-03-28,6
Jason Smith,2017-03-29,13
Jason Smith,2017-03-31,1
Jason Smith,2017-04-04,11
Jason Smith,2017-04-06,4
Jason Smith,2017-04-08,2
Jason Smith,2017-04-10,5
Jason Smith,2017-04-12,3
Jason Terry,2016-10-26,4
Jason Terry,2016-11-03,3
Jason Terry,2016-11-06,6
Jason Terry,2016-11-12,2
Jason Terry,2016-11-16,2
Jason Terry,2016-11-17,1
Jason Terry,2016-11-19,5
Jason Terry,2016-11-21,4
Jason Terry,2016-11-25,1
Jason Terry,2016-11-27,3
Jason Terry,2016-11-29,4
Jason Terry,2016-12-01,5
Jason Terry,2016-12-03,3
Jason Terry,2016-12-05,2
Jason Terry,2016-12-07,1
Jason Terry,2016-12-09,5
Jason Terry,2016-12-10,2
Jason Terry,2016-12-12,5
Jason Terry,2016-12-15,2
Jason Terry,2016-12-16,5
Jason Terry,2016-12-20,5
Jason Terry,2016-12-23,2
Jason Terry,2016-12-26,1
Jason Terry,2016-12-28,3
Jason Terry,2016-12-30,1
Jason Terry,2016-12-31,3
Jason Terry,2017-01-02,3
Jason Terry,2017-01-04,5
Jason Terry,2017-01-08,1
Jason Terry,2017-01-10,2
Jason Terry,2017-01-13,5
Jason Terry,2017-01-15,3
Jason Terry,2017-01-16,5
Jason Terry,2017-01-18,2
Jason Terry,2017-01-20,3
Jason Terry,2017-01-23,5
Jason Terry,2017-01-25,1
Jason Terry,2017-01-27,3
Jason Terry,2017-01-28,6
Jason Terry,2017-02-01,3
Jason Terry,2017-02-03,4
Jason Terry,2017-02-04,3
Jason Terry,2017-02-08,2
Jason Terry,2017-02-10,1
Jason Terry,2017-02-13,3
Jason Terry,2017-02-24,4
Jason Terry,2017-02-26,1
Jason Terry,2017-02-27,5
Jason Terry,2017-03-01,3
Jason Terry,2017-03-03,4
Jason Terry,2017-03-04,4
Jason Terry,2017-03-06,7
Jason Terry,2017-03-08,7
Jason Terry,2017-03-10,5
Jason Terry,2017-03-11,3
Jason Terry,2017-03-13,2
Jason Terry,2017-03-15,5
Jason Terry,2017-03-17,4
Jason Terry,2017-03-18,3
Jason Terry,2017-03-21,3
Jason Terry,2017-03-22,5
Jason Terry,2017-03-24,4
Jason Terry,2017-03-26,4
Jason Terry,2017-03-28,4
Jason Terry,2017-03-29,2
Jason Terry,2017-03-31,3
Jason Terry,2017-04-02,4
Jason Terry,2017-04-04,1
Jason Terry,2017-04-06,3
Jason Terry,2017-04-08,4
Jason Terry,2017-04-10,7
Jason Terry,2017-04-12,2
Jaylen Brown,2016-10-26,4
Jaylen Brown,2016-10-27,7
Jaylen Brown,2016-10-29,6
Jaylen Brown,2016-11-02,3
Jaylen Brown,2016-11-03,16
Jaylen Brown,2016-11-06,7
Jaylen Brown,2016-11-09,2
Jaylen Brown,2016-11-11,9
Jaylen Brown,2016-11-12,1
Jaylen Brown,2016-11-14,5
Jaylen Brown,2016-11-16,3
Jaylen Brown,2016-11-18,9
Jaylen Brown,2016-11-19,2
Jaylen Brown,2016-11-21,1
Jaylen Brown,2016-11-23,1
Jaylen Brown,2016-11-25,3
Jaylen Brown,2016-11-28,2
Jaylen Brown,2016-11-30,2
Jaylen Brown,2016-12-02,1
Jaylen Brown,2016-12-03,2
Jaylen Brown,2016-12-05,6
Jaylen Brown,2016-12-07,8
Jaylen Brown,2016-12-09,6
Jaylen Brown,2016-12-11,5
Jaylen Brown,2016-12-14,3
Jaylen Brown,2016-12-16,5
Jaylen Brown,2016-12-18,2
Jaylen Brown,2016-12-20,6
Jaylen Brown,2016-12-22,7
Jaylen Brown,2016-12-23,5
Jaylen Brown,2016-12-25,1
Jaylen Brown,2016-12-29,4
Jaylen Brown,2016-12-30,4
Jaylen Brown,2017-01-03,6
Jaylen Brown,2017-01-07,4
Jaylen Brown,2017-01-10,3
Jaylen Brown,2017-01-13,5
Jaylen Brown,2017-01-16,7
Jaylen Brown,2017-01-18,6
Jaylen Brown,2017-01-21,2
Jaylen Brown,2017-01-24,6
Jaylen Brown,2017-01-25,4
Jaylen Brown,2017-01-27,13
Jaylen Brown,2017-01-28,9
Jaylen Brown,2017-01-30,6
Jaylen Brown,2017-02-01,6
Jaylen Brown,2017-02-03,7
Jaylen Brown,2017-02-05,10
Jaylen Brown,2017-02-08,5
Jaylen Brown,2017-02-09,7
Jaylen Brown,2017-02-11,1
Jaylen Brown,2017-02-24,8
Jaylen Brown,2017-02-26,9
Jaylen Brown,2017-02-27,10
Jaylen Brown,2017-03-01,7
Jaylen Brown,2017-03-03,13
Jaylen Brown,2017-03-05,8
Jaylen Brown,2017-03-06,5
Jaylen Brown,2017-03-08,2
Jaylen Brown,2017-03-10,8
Jaylen Brown,2017-03-12,9
Jaylen Brown,2017-03-15,5
Jaylen Brown,2017-03-17,2
Jaylen Brown,2017-03-19,6
Jaylen Brown,2017-03-20,6
Jaylen Brown,2017-03-22,6
Jaylen Brown,2017-03-24,8
Jaylen Brown,2017-03-26,5
Jaylen Brown,2017-03-29,3
Jaylen Brown,2017-03-31,9
Jaylen Brown,2017-04-02,6
Jaylen Brown,2017-04-05,7
Jaylen Brown,2017-04-06,5
Jaylen Brown,2017-04-08,7
Jaylen Brown,2017-04-10,5
Jaylen Brown,2017-04-12,10
Jeff Green,2016-10-26,7
Jeff Green,2016-10-28,9
Jeff Green,2016-10-29,9
Jeff Green,2016-11-01,5
Jeff Green,2016-11-03,9
Jeff Green,2016-11-05,12
Jeff Green,2016-11-07,6
Jeff Green,2016-11-09,6
Jeff Green,2016-11-11,6
Jeff Green,2016-11-13,8
Jeff Green,2016-11-14,4
Jeff Green,2016-11-16,9
Jeff Green,2016-11-19,7
Jeff Green,2016-11-21,9
Jeff Green,2016-11-23,7
Jeff Green,2016-11-25,9
Jeff Green,2016-11-29,10
Jeff Green,2016-12-01,8
Jeff Green,2016-12-02,13
Jeff Green,2016-12-04,11
Jeff Green,2016-12-06,9
Jeff Green,2016-12-07,5
Jeff Green,2016-12-09,5
Jeff Green,2016-12-10,10
Jeff Green,2016-12-13,14
Jeff Green,2016-12-14,11
Jeff Green,2016-12-16,8
Jeff Green,2016-12-18,7
Jeff Green,2016-12-20,9
Jeff Green,2016-12-22,8
Jeff Green,2016-12-23,3
Jeff Green,2016-12-26,11
Jeff Green,2016-12-28,4
Jeff Green,2017-01-01,12
Jeff Green,2017-01-02,10
Jeff Green,2017-01-04,4
Jeff Green,2017-01-06,8
Jeff Green,2017-01-08,5
Jeff Green,2017-01-11,13
Jeff Green,2017-01-13,4
Jeff Green,2017-01-14,9
Jeff Green,2017-01-16,9
Jeff Green,2017-01-18,10
Jeff Green,2017-01-20,13
Jeff Green,2017-01-22,12
Jeff Green,2017-01-24,11
Jeff Green,2017-01-27,5
Jeff Green,2017-01-29,8
Jeff Green,2017-01-30,6
Jeff Green,2017-02-01,7
Jeff Green,2017-02-03,9
Jeff Green,2017-02-04,7
Jeff Green,2017-02-09,7
Jeff Green,2017-02-11,8
Jeff Green,2017-02-13,11
Jeff Green,2017-02-15,11
Jeff Green,2017-02-23,3
Jeff Green,2017-02-25,4
Jeff Green,2017-03-01,10
Jeff Green,2017-03-03,8
Jeff Green,2017-03-05,11
Jeff Green,2017-03-06,10
Jeff Green,2017-03-08,10
Jeff Green,2017-03-10,1
Jeff Green,2017-03-11,7
Jeff Green,2017-03-13,6
Jeff Green,2017-03-16,9
Jeff Green,2017-03-17,9
Jeff Green,2017-03-20,3
Jeff Teague,2016-10-26,15
Jeff Teague,2016-10-28,13
Jeff Teague,2016-10-29,7
Jeff Teague,2016-11-01,15
Jeff Teague,2016-11-03,11
Jeff Teague,2016-11-05,14
Jeff Teague,2016-11-07,8
Jeff Teague,2016-11-09,16
Jeff Teague,2016-11-11,10
Jeff Teague,2016-11-12,15
Jeff Teague,2016-11-14,9
Jeff Teague,2016-11-16,12
Jeff Teague,2016-11-18,10
Jeff Teague,2016-11-20,16
Jeff Teague,2016-11-21,14
Jeff Teague,2016-11-23,15
Jeff Teague,2016-11-25,8
Jeff Teague,2016-11-27,8
Jeff Teague,2016-11-30,13
Jeff Teague,2016-12-04,12
Jeff Teague,2016-12-05,10
Jeff Teague,2016-12-07,15
Jeff Teague,2016-12-09,7
Jeff Teague,2016-12-10,7
Jeff Teague,2016-12-12,8
Jeff Teague,2016-12-14,9
Jeff Teague,2016-12-15,18
Jeff Teague,2016-12-17,10
Jeff Teague,2016-12-19,19
Jeff Teague,2016-12-20,13
Jeff Teague,2016-12-22,15
Jeff Teague,2016-12-26,8
Jeff Teague,2016-12-28,12
Jeff Teague,2016-12-30,13
Jeff Teague,2017-01-01,9
Jeff Teague,2017-01-03,8
Jeff Teague,2017-01-05,13
Jeff Teague,2017-01-07,7
Jeff Teague,2017-01-12,7
Jeff Teague,2017-01-16,10
Jeff Teague,2017-01-18,6
Jeff Teague,2017-01-20,9
Jeff Teague,2017-01-21,13
Jeff Teague,2017-01-23,9
Jeff Teague,2017-01-26,13
Jeff Teague,2017-01-27,11
Jeff Teague,2017-01-29,10
Jeff Teague,2017-02-01,5
Jeff Teague,2017-02-03,10
Jeff Teague,2017-02-04,13
Jeff Teague,2017-02-06,16
Jeff Teague,2017-02-08,14
Jeff Teague,2017-02-10,12
Jeff Teague,2017-02-11,2
Jeff Teague,2017-02-13,8
Jeff Teague,2017-02-15,14
Jeff Teague,2017-02-16,7
Jeff Teague,2017-02-24,8
Jeff Teague,2017-02-25,16
Jeff Teague,2017-02-27,13
Jeff Teague,2017-03-01,6
Jeff Teague,2017-03-05,10
Jeff Teague,2017-03-06,11
Jeff Teague,2017-03-08,5
Jeff Teague,2017-03-10,12
Jeff Teague,2017-03-12,11
Jeff Teague,2017-03-14,15
Jeff Teague,2017-03-15,8
Jeff Teague,2017-03-19,11
Jeff Teague,2017-03-20,15
Jeff Teague,2017-03-22,15
Jeff Teague,2017-03-24,16
Jeff Teague,2017-03-26,12
Jeff Teague,2017-03-28,12
Jeff Teague,2017-03-29,6
Jeff Teague,2017-03-31,9
Jeff Teague,2017-04-02,13
Jeff Teague,2017-04-04,13
Jeff Teague,2017-04-06,12
Jeff Teague,2017-04-08,11
Jeff Teague,2017-04-10,8
Jeff Teague,2017-04-12,9
Jeff Withey,2016-11-01,2
Jeff Withey,2016-11-04,2
Jeff Withey,2016-11-07,2
Jeff Withey,2016-11-12,2
Jeff Withey,2016-11-17,1
Jeff Withey,2016-11-19,3
Jeff Withey,2016-11-20,3
Jeff Withey,2016-11-23,2
Jeff Withey,2016-11-25,2
Jeff Withey,2016-11-28,3
Jeff Withey,2016-11-29,3
Jeff Withey,2016-12-01,2
Jeff Withey,2016-12-03,1
Jeff Withey,2016-12-05,2
Jeff Withey,2016-12-06,2
Jeff Withey,2016-12-08,4
Jeff Withey,2016-12-10,2
Jeff Withey,2016-12-14,2
Jeff Withey,2016-12-20,1
Jeff Withey,2017-01-13,1
Jeff Withey,2017-02-01,5
Jeff Withey,2017-02-08,1
Jeff Withey,2017-02-13,2
Jeff Withey,2017-02-15,4
Jeff Withey,2017-03-01,6
Jeff Withey,2017-03-08,4
Jeff Withey,2017-03-11,5
Jeff Withey,2017-03-13,3
Jeff Withey,2017-03-15,1
Jeff Withey,2017-03-16,1
Jeff Withey,2017-03-20,2
Jeff Withey,2017-03-22,3
Jeff Withey,2017-03-25,1
Jeff Withey,2017-03-27,5
Jeff Withey,2017-03-29,3
Jeff Withey,2017-03-31,6
Jeff Withey,2017-04-02,2
Jeff Withey,2017-04-04,5
Jeff Withey,2017-04-12,2
Jerami Grant,2016-10-26,10
Jerami Grant,2016-10-29,7
Jerami Grant,2016-11-02,6
Jerami Grant,2016-11-03,9
Jerami Grant,2016-11-05,2
Jerami Grant,2016-11-07,4
Jerami Grant,2016-11-09,3
Jerami Grant,2016-11-11,3
Jerami Grant,2016-11-13,3
Jerami Grant,2016-11-14,8
Jerami Grant,2016-11-16,6
Jerami Grant,2016-11-18,1
Jerami Grant,2016-11-20,3
Jerami Grant,2016-11-22,5
Jerami Grant,2016-11-23,5
Jerami Grant,2016-11-25,6
Jerami Grant,2016-11-26,8
Jerami Grant,2016-11-30,3
Jerami Grant,2016-12-04,6
Jerami Grant,2016-12-05,6
Jerami Grant,2016-12-09,2
Jerami Grant,2016-12-11,1
Jerami Grant,2016-12-13,8
Jerami Grant,2016-12-14,6
Jerami Grant,2016-12-17,8
Jerami Grant,2016-12-19,7
Jerami Grant,2016-12-21,1
Jerami Grant,2016-12-23,4
Jerami Grant,2016-12-25,5
Jerami Grant,2016-12-27,7
Jerami Grant,2016-12-29,4
Jerami Grant,2016-12-31,2
Jerami Grant,2017-01-02,4
Jerami Grant,2017-01-04,2
Jerami Grant,2017-01-05,5
Jerami Grant,2017-01-07,3
Jerami Grant,2017-01-09,6
Jerami Grant,2017-01-11,6
Jerami Grant,2017-01-15,2
Jerami Grant,2017-01-16,4
Jerami Grant,2017-01-18,8
Jerami Grant,2017-01-23,3
Jerami Grant,2017-01-25,2
Jerami Grant,2017-01-26,1
Jerami Grant,2017-01-29,8
Jerami Grant,2017-01-31,2
Jerami Grant,2017-02-01,8
Jerami Grant,2017-02-03,3
Jerami Grant,2017-02-05,2
Jerami Grant,2017-02-06,7
Jerami Grant,2017-02-09,2
Jerami Grant,2017-02-11,6
Jerami Grant,2017-02-13,12
Jerami Grant,2017-02-15,3
Jerami Grant,2017-02-24,3
Jerami Grant,2017-02-26,3
Jerami Grant,2017-02-28,4
Jerami Grant,2017-03-03,6
Jerami Grant,2017-03-05,2
Jerami Grant,2017-03-07,3
Jerami Grant,2017-03-11,3
Jerami Grant,2017-03-16,2
Jerami Grant,2017-03-20,4
Jerami Grant,2017-03-22,3
Jerami Grant,2017-03-26,3
Jerami Grant,2017-03-27,3
Jerami Grant,2017-03-29,3
Jerami Grant,2017-03-31,2
Jerami Grant,2017-04-02,3
Jerami Grant,2017-04-04,5
Jerami Grant,2017-04-07,5
Jerami Grant,2017-04-09,2
Jerami Grant,2017-04-11,5
Jerami Grant,2017-04-12,6
Jeremy Lamb,2016-10-26,4
Jeremy Lamb,2016-10-28,12
Jeremy Lamb,2016-10-29,7
Jeremy Lamb,2016-11-23,2
Jeremy Lamb,2016-11-26,15
Jeremy Lamb,2016-11-28,11
Jeremy Lamb,2016-11-29,5
Jeremy Lamb,2016-12-01,7
Jeremy Lamb,2016-12-03,5
Jeremy Lamb,2016-12-05,10
Jeremy Lamb,2016-12-07,4
Jeremy Lamb,2016-12-09,8
Jeremy Lamb,2016-12-10,7
Jeremy Lamb,2016-12-12,6
Jeremy Lamb,2016-12-14,3
Jeremy Lamb,2016-12-16,10
Jeremy Lamb,2016-12-17,7
Jeremy Lamb,2016-12-20,6
Jeremy Lamb,2016-12-23,6
Jeremy Lamb,2016-12-26,14
Jeremy Lamb,2016-12-28,10
Jeremy Lamb,2016-12-29,10
Jeremy Lamb,2016-12-31,5
Jeremy Lamb,2017-01-02,7
Jeremy Lamb,2017-01-04,4
Jeremy Lamb,2017-01-05,7
Jeremy Lamb,2017-01-07,12
Jeremy Lamb,2017-01-10,11
Jeremy Lamb,2017-01-31,4
Jeremy Lamb,2017-02-01,11
Jeremy Lamb,2017-02-04,8
Jeremy Lamb,2017-02-07,11
Jeremy Lamb,2017-02-09,8
Jeremy Lamb,2017-02-11,9
Jeremy Lamb,2017-02-13,8
Jeremy Lamb,2017-02-15,5
Jeremy Lamb,2017-02-23,8
Jeremy Lamb,2017-02-25,8
Jeremy Lamb,2017-02-26,10
Jeremy Lamb,2017-02-28,4
Jeremy Lamb,2017-03-02,3
Jeremy Lamb,2017-03-04,10
Jeremy Lamb,2017-03-06,9
Jeremy Lamb,2017-03-08,7
Jeremy Lamb,2017-03-10,8
Jeremy Lamb,2017-03-11,9
Jeremy Lamb,2017-03-13,17
Jeremy Lamb,2017-03-15,9
Jeremy Lamb,2017-03-18,4
Jeremy Lamb,2017-03-20,9
Jeremy Lamb,2017-03-22,8
Jeremy Lamb,2017-03-24,6
Jeremy Lamb,2017-03-26,6
Jeremy Lamb,2017-03-28,11
Jeremy Lamb,2017-03-29,2
Jeremy Lamb,2017-03-31,8
Jeremy Lamb,2017-04-02,7
Jeremy Lamb,2017-04-04,6
Jeremy Lamb,2017-04-05,5
Jeremy Lamb,2017-04-08,8
Jeremy Lamb,2017-04-10,12
Jeremy Lamb,2017-04-11,18
Jeremy Lin,2016-10-26,14
Jeremy Lin,2016-10-28,12
Jeremy Lin,2016-10-29,16
Jeremy Lin,2016-10-31,10
Jeremy Lin,2016-11-02,6
Jeremy Lin,2016-12-12,8
Jeremy Lin,2016-12-16,13
Jeremy Lin,2016-12-18,10
Jeremy Lin,2016-12-20,8
Jeremy Lin,2016-12-22,12
Jeremy Lin,2016-12-23,10
Jeremy Lin,2016-12-26,11
Jeremy Lin,2017-02-24,3
Jeremy Lin,2017-02-25,9
Jeremy Lin,2017-03-01,10
Jeremy Lin,2017-03-03,7
Jeremy Lin,2017-03-04,14
Jeremy Lin,2017-03-06,10
Jeremy Lin,2017-03-08,13
Jeremy Lin,2017-03-10,9
Jeremy Lin,2017-03-12,14
Jeremy Lin,2017-03-14,15
Jeremy Lin,2017-03-16,16
Jeremy Lin,2017-03-17,6
Jeremy Lin,2017-03-19,4
Jeremy Lin,2017-03-23,7
Jeremy Lin,2017-03-24,13
Jeremy Lin,2017-03-26,15
Jeremy Lin,2017-03-28,14
Jeremy Lin,2017-03-30,14
Jeremy Lin,2017-04-01,14
Jeremy Lin,2017-04-02,10
Jeremy Lin,2017-04-04,10
Jeremy Lin,2017-04-06,20
Jeremy Lin,2017-04-08,14
Jeremy Lin,2017-04-10,9
Jerian Grant,2016-11-02,3
Jerian Grant,2016-11-04,4
Jerian Grant,2016-11-05,7
Jerian Grant,2016-11-07,6
Jerian Grant,2016-11-12,1
Jerian Grant,2016-11-15,13
Jerian Grant,2016-11-17,10
Jerian Grant,2016-11-19,4
Jerian Grant,2016-11-25,2
Jerian Grant,2016-11-30,3
Jerian Grant,2016-12-02,1
Jerian Grant,2016-12-03,6
Jerian Grant,2016-12-05,7
Jerian Grant,2016-12-10,2
Jerian Grant,2016-12-13,6
Jerian Grant,2016-12-16,2
Jerian Grant,2016-12-19,5
Jerian Grant,2016-12-21,4
Jerian Grant,2016-12-23,3
Jerian Grant,2016-12-25,6
Jerian Grant,2016-12-26,7
Jerian Grant,2016-12-28,1
Jerian Grant,2016-12-30,1
Jerian Grant,2016-12-31,5
Jerian Grant,2017-01-02,10
Jerian Grant,2017-01-04,5
Jerian Grant,2017-01-07,3
Jerian Grant,2017-01-09,7
Jerian Grant,2017-01-10,5
Jerian Grant,2017-01-12,10
Jerian Grant,2017-01-17,1
Jerian Grant,2017-01-20,5
Jerian Grant,2017-01-24,4
Jerian Grant,2017-01-25,6
Jerian Grant,2017-01-27,5
Jerian Grant,2017-01-29,4
Jerian Grant,2017-02-01,7
Jerian Grant,2017-02-03,4
Jerian Grant,2017-02-06,5
Jerian Grant,2017-02-08,6
Jerian Grant,2017-02-10,4
Jerian Grant,2017-02-12,5
Jerian Grant,2017-02-14,5
Jerian Grant,2017-02-16,10
Jerian Grant,2017-02-24,3
Jerian Grant,2017-02-25,4
Jerian Grant,2017-02-28,2
Jerian Grant,2017-03-02,2
Jerian Grant,2017-03-04,3
Jerian Grant,2017-03-06,8
Jerian Grant,2017-03-08,9
Jerian Grant,2017-03-10,5
Jerian Grant,2017-03-12,2
Jerian Grant,2017-03-22,4
Jerian Grant,2017-03-26,1
Jerian Grant,2017-04-04,1
Jerian Grant,2017-04-06,10
Jerian Grant,2017-04-08,8
Jerian Grant,2017-04-10,12
Jerian Grant,2017-04-12,7
Jerryd Bayless,2016-11-21,7
Jerryd Bayless,2016-11-23,15
Jerryd Bayless,2016-11-25,10
Jimmy Butler,2016-10-27,17
Jimmy Butler,2016-10-29,9
Jimmy Butler,2016-10-31,10
Jimmy Butler,2016-11-02,21
Jimmy Butler,2016-11-04,15
Jimmy Butler,2016-11-05,7
Jimmy Butler,2016-11-07,13
Jimmy Butler,2016-11-09,24
Jimmy Butler,2016-11-10,11
Jimmy Butler,2016-11-12,23
Jimmy Butler,2016-11-15,16
Jimmy Butler,2016-11-17,19
Jimmy Butler,2016-11-19,18
Jimmy Butler,2016-11-20,23
Jimmy Butler,2016-11-22,20
Jimmy Butler,2016-11-25,15
Jimmy Butler,2016-11-30,18
Jimmy Butler,2016-12-02,20
Jimmy Butler,2016-12-03,18
Jimmy Butler,2016-12-05,16
Jimmy Butler,2016-12-06,21
Jimmy Butler,2016-12-08,14
Jimmy Butler,2016-12-10,15
Jimmy Butler,2016-12-13,22
Jimmy Butler,2016-12-15,16
Jimmy Butler,2016-12-16,14
Jimmy Butler,2016-12-19,7
Jimmy Butler,2016-12-21,20
Jimmy Butler,2016-12-23,19
Jimmy Butler,2016-12-25,19
Jimmy Butler,2016-12-26,12
Jimmy Butler,2016-12-28,29
Jimmy Butler,2016-12-30,17
Jimmy Butler,2016-12-31,16
Jimmy Butler,2017-01-02,24
Jimmy Butler,2017-01-04,20
Jimmy Butler,2017-01-07,25
Jimmy Butler,2017-01-09,6
Jimmy Butler,2017-01-14,16
Jimmy Butler,2017-01-15,14
Jimmy Butler,2017-01-17,12
Jimmy Butler,2017-01-20,8
Jimmy Butler,2017-01-21,14
Jimmy Butler,2017-01-24,14
Jimmy Butler,2017-01-25,22
Jimmy Butler,2017-01-27,13
Jimmy Butler,2017-01-29,18
Jimmy Butler,2017-02-01,17
Jimmy Butler,2017-02-10,16
Jimmy Butler,2017-02-14,10
Jimmy Butler,2017-02-16,20
Jimmy Butler,2017-02-24,21
Jimmy Butler,2017-02-25,19
Jimmy Butler,2017-02-28,13
