shoot_player,date,shot_per_game
Cory Joseph,2017-02-27,7
Cory Joseph,2017-03-01,11
Cory Joseph,2017-03-03,13
Cory Joseph,2017-03-04,11
Cory Joseph,2017-03-08,11
Cory Joseph,2017-03-10,11
Cory Joseph,2017-03-11,8
Cory Joseph,2017-03-13,10
Cory Joseph,2017-03-16,8
Cory Joseph,2017-03-17,10
Cory Joseph,2017-03-19,9
Cory Joseph,2017-03-21,11
Cory Joseph,2017-03-23,8
Cory Joseph,2017-03-25,11
Cory Joseph,2017-03-27,10
Cory Joseph,2017-03-29,14
Cory Joseph,2017-03-31,5
Cory Joseph,2017-04-02,9
Cory Joseph,2017-04-04,7
Cory Joseph,2017-04-05,14
Cory Joseph,2017-04-07,10
Cory Joseph,2017-04-09,6
Cory Joseph,2017-04-12,5
Courtney Lee,2016-10-25,5
Courtney Lee,2016-10-29,11
Courtney Lee,2016-11-01,7
Courtney Lee,2016-11-02,12
Courtney Lee,2016-11-04,10
Courtney Lee,2016-11-06,8
Courtney Lee,2016-11-09,10
Courtney Lee,2016-11-11,4
Courtney Lee,2016-11-12,7
Courtney Lee,2016-11-14,7
Courtney Lee,2016-11-16,12
Courtney Lee,2016-11-17,9
Courtney Lee,2016-11-20,13
Courtney Lee,2016-11-22,8
Courtney Lee,2016-11-25,10
Courtney Lee,2016-11-26,9
Courtney Lee,2016-11-28,10
Courtney Lee,2016-11-30,3
Courtney Lee,2016-12-06,7
Courtney Lee,2016-12-07,10
Courtney Lee,2016-12-09,7
Courtney Lee,2016-12-11,6
Courtney Lee,2016-12-13,8
Courtney Lee,2016-12-15,11
Courtney Lee,2016-12-17,11
Courtney Lee,2016-12-20,7
Courtney Lee,2016-12-22,7
Courtney Lee,2016-12-25,9
Courtney Lee,2017-01-02,11
Courtney Lee,2017-01-04,9
Courtney Lee,2017-01-06,5
Courtney Lee,2017-01-07,9
Courtney Lee,2017-01-09,8
Courtney Lee,2017-01-11,7
Courtney Lee,2017-01-12,8
Courtney Lee,2017-01-15,9
Courtney Lee,2017-01-16,7
Courtney Lee,2017-01-18,8
Courtney Lee,2017-01-19,6
Courtney Lee,2017-01-21,9
Courtney Lee,2017-01-23,7
Courtney Lee,2017-01-25,13
Courtney Lee,2017-01-27,12
Courtney Lee,2017-01-29,16
Courtney Lee,2017-01-31,10
Courtney Lee,2017-02-01,7
Courtney Lee,2017-02-04,11
Courtney Lee,2017-02-06,6
Courtney Lee,2017-02-08,4
Courtney Lee,2017-02-10,10
Courtney Lee,2017-02-12,9
Courtney Lee,2017-02-15,13
Courtney Lee,2017-02-23,15
Courtney Lee,2017-02-25,7
Courtney Lee,2017-02-27,10
Courtney Lee,2017-03-01,5
Courtney Lee,2017-03-03,13
Courtney Lee,2017-03-05,5
Courtney Lee,2017-03-06,16
Courtney Lee,2017-03-08,12
Courtney Lee,2017-03-11,9
Courtney Lee,2017-03-12,10
Courtney Lee,2017-03-14,9
Courtney Lee,2017-03-16,9
Courtney Lee,2017-03-20,6
Courtney Lee,2017-03-22,8
Courtney Lee,2017-03-23,12
Courtney Lee,2017-03-25,11
Courtney Lee,2017-03-27,6
Courtney Lee,2017-03-29,9
Courtney Lee,2017-03-31,15
Courtney Lee,2017-04-02,10
Courtney Lee,2017-04-04,12
Courtney Lee,2017-04-06,12
Courtney Lee,2017-04-07,13
Courtney Lee,2017-04-09,13
Courtney Lee,2017-04-12,5
Cristiano Felicio,2016-10-27,2
Cristiano Felicio,2016-10-29,5
Cristiano Felicio,2016-10-31,4
Cristiano Felicio,2016-11-02,1
Cristiano Felicio,2016-11-04,1
Cristiano Felicio,2016-11-05,3
Cristiano Felicio,2016-11-07,1
Cristiano Felicio,2016-11-15,4
Cristiano Felicio,2016-11-20,1
Cristiano Felicio,2016-11-25,5
Cristiano Felicio,2016-12-03,3
Cristiano Felicio,2016-12-06,4
Cristiano Felicio,2016-12-08,5
Cristiano Felicio,2016-12-10,3
Cristiano Felicio,2016-12-13,4
Cristiano Felicio,2016-12-15,4
Cristiano Felicio,2016-12-16,2
Cristiano Felicio,2016-12-19,5
Cristiano Felicio,2016-12-21,3
Cristiano Felicio,2016-12-23,2
Cristiano Felicio,2016-12-25,4
Cristiano Felicio,2016-12-26,1
Cristiano Felicio,2016-12-28,3
Cristiano Felicio,2016-12-30,5
Cristiano Felicio,2016-12-31,3
Cristiano Felicio,2017-01-02,2
Cristiano Felicio,2017-01-04,2
Cristiano Felicio,2017-01-07,5
Cristiano Felicio,2017-01-09,6
Cristiano Felicio,2017-01-10,3
Cristiano Felicio,2017-01-12,9
Cristiano Felicio,2017-01-14,4
Cristiano Felicio,2017-01-15,3
Cristiano Felicio,2017-01-17,3
Cristiano Felicio,2017-01-20,1
Cristiano Felicio,2017-01-21,2
Cristiano Felicio,2017-01-24,6
Cristiano Felicio,2017-01-25,2
Cristiano Felicio,2017-01-27,5
Cristiano Felicio,2017-02-01,3
Cristiano Felicio,2017-02-03,2
Cristiano Felicio,2017-02-08,4
Cristiano Felicio,2017-02-10,5
Cristiano Felicio,2017-02-12,7
Cristiano Felicio,2017-02-14,6
Cristiano Felicio,2017-02-16,3
Cristiano Felicio,2017-02-24,4
Cristiano Felicio,2017-02-25,6
Cristiano Felicio,2017-02-28,4
Cristiano Felicio,2017-03-02,1
Cristiano Felicio,2017-03-04,5
Cristiano Felicio,2017-03-06,4
Cristiano Felicio,2017-03-08,7
Cristiano Felicio,2017-03-10,5
Cristiano Felicio,2017-03-12,8
Cristiano Felicio,2017-03-13,1
Cristiano Felicio,2017-03-15,1
Cristiano Felicio,2017-03-17,2
Cristiano Felicio,2017-03-18,1
Cristiano Felicio,2017-03-21,3
Cristiano Felicio,2017-04-08,3
Cristiano Felicio,2017-04-10,3
Cristiano Felicio,2017-04-12,3
D'Angelo Russell,2016-10-26,16
D'Angelo Russell,2016-10-28,14
D'Angelo Russell,2016-10-30,20
D'Angelo Russell,2016-11-01,10
D'Angelo Russell,2016-11-02,19
D'Angelo Russell,2016-11-04,11
D'Angelo Russell,2016-11-06,11
D'Angelo Russell,2016-11-08,9
D'Angelo Russell,2016-11-10,12
D'Angelo Russell,2016-11-12,16
D'Angelo Russell,2016-11-13,10
D'Angelo Russell,2016-11-15,20
D'Angelo Russell,2016-11-20,11
D'Angelo Russell,2016-12-11,8
D'Angelo Russell,2016-12-12,10
D'Angelo Russell,2016-12-14,10
D'Angelo Russell,2016-12-16,12
D'Angelo Russell,2016-12-20,13
D'Angelo Russell,2016-12-22,16
D'Angelo Russell,2016-12-23,15
D'Angelo Russell,2016-12-25,13
D'Angelo Russell,2016-12-27,11
D'Angelo Russell,2016-12-29,15
D'Angelo Russell,2017-01-01,18
D'Angelo Russell,2017-01-03,12
D'Angelo Russell,2017-01-05,18
D'Angelo Russell,2017-01-06,17
D'Angelo Russell,2017-01-08,10
D'Angelo Russell,2017-01-10,14
D'Angelo Russell,2017-01-12,13
D'Angelo Russell,2017-01-14,7
D'Angelo Russell,2017-01-15,18
D'Angelo Russell,2017-01-17,9
D'Angelo Russell,2017-01-31,17
D'Angelo Russell,2017-02-02,15
D'Angelo Russell,2017-02-03,20
D'Angelo Russell,2017-02-06,4
D'Angelo Russell,2017-02-08,2
D'Angelo Russell,2017-02-10,9
D'Angelo Russell,2017-02-14,9
D'Angelo Russell,2017-02-15,20
D'Angelo Russell,2017-02-24,26
D'Angelo Russell,2017-02-26,16
D'Angelo Russell,2017-02-28,17
D'Angelo Russell,2017-03-03,12
D'Angelo Russell,2017-03-05,20
D'Angelo Russell,2017-03-07,17
D'Angelo Russell,2017-03-09,20
D'Angelo Russell,2017-03-12,17
D'Angelo Russell,2017-03-13,14
D'Angelo Russell,2017-03-15,10
D'Angelo Russell,2017-03-17,9
D'Angelo Russell,2017-03-19,22
D'Angelo Russell,2017-03-21,15
D'Angelo Russell,2017-03-24,9
D'Angelo Russell,2017-03-26,19
D'Angelo Russell,2017-03-28,21
D'Angelo Russell,2017-03-30,14
D'Angelo Russell,2017-04-01,9
D'Angelo Russell,2017-04-02,17
D'Angelo Russell,2017-04-07,10
D'Angelo Russell,2017-04-09,19
D.J. Augustin,2016-10-26,3
D.J. Augustin,2016-10-28,5
D.J. Augustin,2016-10-29,12
D.J. Augustin,2016-11-01,10
D.J. Augustin,2016-11-03,8
D.J. Augustin,2016-11-05,8
D.J. Augustin,2016-11-07,10
D.J. Augustin,2016-11-09,6
D.J. Augustin,2016-11-11,10
D.J. Augustin,2016-11-13,5
D.J. Augustin,2016-11-14,5
D.J. Augustin,2016-11-16,10
D.J. Augustin,2016-11-19,11
D.J. Augustin,2016-11-21,6
D.J. Augustin,2016-11-23,9
D.J. Augustin,2016-11-25,9
D.J. Augustin,2016-11-27,7
D.J. Augustin,2016-11-29,6
D.J. Augustin,2016-12-01,6
D.J. Augustin,2016-12-02,6
D.J. Augustin,2016-12-04,8
D.J. Augustin,2016-12-06,5
D.J. Augustin,2016-12-07,7
D.J. Augustin,2016-12-09,10
D.J. Augustin,2016-12-10,8
D.J. Augustin,2016-12-13,4
D.J. Augustin,2016-12-14,5
D.J. Augustin,2016-12-16,14
D.J. Augustin,2016-12-18,4
D.J. Augustin,2016-12-20,9
D.J. Augustin,2016-12-22,4
D.J. Augustin,2016-12-23,5
D.J. Augustin,2016-12-26,8
D.J. Augustin,2016-12-28,5
D.J. Augustin,2017-01-01,6
D.J. Augustin,2017-01-02,4
D.J. Augustin,2017-01-04,4
D.J. Augustin,2017-01-06,9
D.J. Augustin,2017-01-08,6
D.J. Augustin,2017-01-11,9
D.J. Augustin,2017-01-13,7
D.J. Augustin,2017-01-14,4
D.J. Augustin,2017-01-16,8
D.J. Augustin,2017-01-18,14
D.J. Augustin,2017-01-20,9
D.J. Augustin,2017-01-22,2
D.J. Augustin,2017-01-27,6
D.J. Augustin,2017-01-29,10
D.J. Augustin,2017-01-30,9
D.J. Augustin,2017-02-01,6
D.J. Augustin,2017-02-03,2
D.J. Augustin,2017-02-04,8
D.J. Augustin,2017-02-07,5
D.J. Augustin,2017-02-09,5
D.J. Augustin,2017-02-11,5
D.J. Augustin,2017-02-13,4
D.J. Augustin,2017-02-15,4
D.J. Augustin,2017-02-23,7
D.J. Augustin,2017-02-25,6
D.J. Augustin,2017-03-01,8
D.J. Augustin,2017-03-03,8
D.J. Augustin,2017-03-05,4
D.J. Augustin,2017-03-06,4
D.J. Augustin,2017-03-08,6
D.J. Augustin,2017-03-10,1
D.J. Augustin,2017-03-11,6
D.J. Augustin,2017-03-13,7
D.J. Augustin,2017-03-16,9
D.J. Augustin,2017-03-17,8
D.J. Augustin,2017-03-20,5
D.J. Augustin,2017-03-22,5
D.J. Augustin,2017-03-24,3
D.J. Augustin,2017-03-27,8
D.J. Augustin,2017-03-29,5
D.J. Augustin,2017-04-01,5
D.J. Augustin,2017-04-06,8
D.J. Augustin,2017-04-10,9
D.J. Augustin,2017-04-12,1
Damian Jones,2017-01-22,1
Damian Jones,2017-02-01,1
Damian Jones,2017-02-08,1
Damian Jones,2017-02-11,1
Damian Jones,2017-02-13,3
Damian Jones,2017-03-11,6
Damian Jones,2017-04-12,3
Damian Lillard,2016-10-25,20
Damian Lillard,2016-10-27,24
Damian Lillard,2016-10-29,28
Damian Lillard,2016-11-01,19
Damian Lillard,2016-11-02,22
Damian Lillard,2016-11-04,18
Damian Lillard,2016-11-06,11
Damian Lillard,2016-11-08,23
Damian Lillard,2016-11-09,10
Damian Lillard,2016-11-11,19
Damian Lillard,2016-11-13,18
Damian Lillard,2016-11-15,22
Damian Lillard,2016-11-17,17
Damian Lillard,2016-11-18,24
Damian Lillard,2016-11-20,14
Damian Lillard,2016-11-22,18
Damian Lillard,2016-11-23,21
Damian Lillard,2016-11-25,19
Damian Lillard,2016-11-27,20
Damian Lillard,2016-11-30,18
Damian Lillard,2016-12-03,19
Damian Lillard,2016-12-05,24
Damian Lillard,2016-12-07,18
Damian Lillard,2016-12-08,18
Damian Lillard,2016-12-10,24
Damian Lillard,2016-12-12,17
Damian Lillard,2016-12-13,13
Damian Lillard,2016-12-15,22
Damian Lillard,2016-12-17,15
Damian Lillard,2016-12-20,20
Damian Lillard,2016-12-21,23
Damian Lillard,2016-12-23,19
Damian Lillard,2017-01-05,14
Damian Lillard,2017-01-08,16
Damian Lillard,2017-01-10,21
Damian Lillard,2017-01-11,15
Damian Lillard,2017-01-13,27
Damian Lillard,2017-01-16,17
Damian Lillard,2017-01-18,18
Damian Lillard,2017-01-20,25
Damian Lillard,2017-01-21,21
Damian Lillard,2017-01-25,20
Damian Lillard,2017-01-27,21
Damian Lillard,2017-01-29,14
Damian Lillard,2017-01-31,18
Damian Lillard,2017-02-03,20
Damian Lillard,2017-02-05,22
Damian Lillard,2017-02-07,22
Damian Lillard,2017-02-09,20
Damian Lillard,2017-02-13,21
Damian Lillard,2017-02-15,19
Damian Lillard,2017-02-23,23
Damian Lillard,2017-02-26,20
Damian Lillard,2017-02-28,25
Damian Lillard,2017-03-02,23
Damian Lillard,2017-03-04,16
Damian Lillard,2017-03-07,17
Damian Lillard,2017-03-09,21
Damian Lillard,2017-03-11,27
Damian Lillard,2017-03-12,26
Damian Lillard,2017-03-14,18
Damian Lillard,2017-03-15,22
Damian Lillard,2017-03-18,17
Damian Lillard,2017-03-19,21
Damian Lillard,2017-03-21,26
Damian Lillard,2017-03-23,17
Damian Lillard,2017-03-25,13
Damian Lillard,2017-03-26,20
Damian Lillard,2017-03-28,19
Damian Lillard,2017-03-30,18
Damian Lillard,2017-04-01,16
Damian Lillard,2017-04-03,21
Damian Lillard,2017-04-04,20
Damian Lillard,2017-04-06,21
Damian Lillard,2017-04-08,34
Damjan Rudez,2016-11-07,2
Damjan Rudez,2016-11-11,1
Damjan Rudez,2016-11-13,2
Damjan Rudez,2016-11-14,1
Damjan Rudez,2016-11-16,5
Damjan Rudez,2016-11-19,1
Damjan Rudez,2016-11-21,2
Damjan Rudez,2016-11-23,2
Damjan Rudez,2016-11-29,1
Damjan Rudez,2016-12-02,1
Damjan Rudez,2016-12-07,1
Damjan Rudez,2016-12-09,6
Damjan Rudez,2016-12-10,1
Damjan Rudez,2016-12-13,3
Damjan Rudez,2016-12-14,3
Damjan Rudez,2016-12-18,2
Damjan Rudez,2016-12-23,1
Damjan Rudez,2016-12-26,2
Damjan Rudez,2016-12-28,7
Damjan Rudez,2017-01-04,1
Damjan Rudez,2017-01-18,2
Damjan Rudez,2017-01-22,1
Damjan Rudez,2017-01-24,5
Damjan Rudez,2017-01-27,5
Damjan Rudez,2017-01-29,2
Damjan Rudez,2017-01-30,1
Damjan Rudez,2017-02-04,1
Damjan Rudez,2017-02-07,2
Damjan Rudez,2017-02-11,6
Damjan Rudez,2017-03-06,1
Damjan Rudez,2017-03-10,7
Damjan Rudez,2017-03-11,1
Damjan Rudez,2017-03-16,1
Damjan Rudez,2017-03-24,3
Damjan Rudez,2017-04-04,2
Damjan Rudez,2017-04-10,3
Daniel Ochefu,2016-10-27,2
Daniel Ochefu,2016-11-09,1
Daniel Ochefu,2016-12-18,1
Daniel Ochefu,2016-12-19,1
Daniel Ochefu,2016-12-23,4
Daniel Ochefu,2016-12-30,2
Daniel Ochefu,2017-01-14,1
Daniel Ochefu,2017-01-16,1
Daniel Ochefu,2017-01-24,1
Daniel Ochefu,2017-01-31,1
Daniel Ochefu,2017-02-26,1
Daniel Ochefu,2017-03-24,3
Daniel Ochefu,2017-04-02,2
Daniel Ochefu,2017-04-12,6
Danilo Gallinari,2016-10-26,11
Danilo Gallinari,2016-10-29,16
Danilo Gallinari,2016-10-31,11
Danilo Gallinari,2016-11-03,9
Danilo Gallinari,2016-11-05,14
Danilo Gallinari,2016-11-06,13
Danilo Gallinari,2016-11-08,11
Danilo Gallinari,2016-11-10,9
Danilo Gallinari,2016-11-12,10
Danilo Gallinari,2016-11-13,13
Danilo Gallinari,2016-11-16,13
Danilo Gallinari,2016-11-18,13
Danilo Gallinari,2016-11-20,14
Danilo Gallinari,2016-11-22,9
Danilo Gallinari,2016-11-30,16
Danilo Gallinari,2016-12-02,11
Danilo Gallinari,2016-12-03,11
Danilo Gallinari,2016-12-05,12
Danilo Gallinari,2016-12-07,7
Danilo Gallinari,2016-12-08,11
Danilo Gallinari,2016-12-10,8
Danilo Gallinari,2016-12-12,10
Danilo Gallinari,2016-12-15,13
Danilo Gallinari,2016-12-17,9
Danilo Gallinari,2016-12-19,9
Danilo Gallinari,2016-12-20,11
Danilo Gallinari,2016-12-23,10
Danilo Gallinari,2016-12-26,12
Danilo Gallinari,2016-12-28,9
Danilo Gallinari,2016-12-30,11
Danilo Gallinari,2017-01-02,15
Danilo Gallinari,2017-01-03,12
Danilo Gallinari,2017-01-05,13
Danilo Gallinari,2017-01-07,18
Danilo Gallinari,2017-01-12,11
Danilo Gallinari,2017-01-16,11
Danilo Gallinari,2017-01-17,13
Danilo Gallinari,2017-01-21,8
Danilo Gallinari,2017-01-22,10
Danilo Gallinari,2017-01-24,10
Danilo Gallinari,2017-01-26,16
Danilo Gallinari,2017-01-28,14
Danilo Gallinari,2017-01-31,12
Danilo Gallinari,2017-02-01,12
Danilo Gallinari,2017-02-23,9
Danilo Gallinari,2017-02-24,13
Danilo Gallinari,2017-02-26,16
Danilo Gallinari,2017-02-28,10
Danilo Gallinari,2017-03-01,11
Danilo Gallinari,2017-03-04,15
Danilo Gallinari,2017-03-06,7
Danilo Gallinari,2017-03-10,12
Danilo Gallinari,2017-03-11,11
Danilo Gallinari,2017-03-13,10
Danilo Gallinari,2017-03-24,12
Danilo Gallinari,2017-03-26,6
Danilo Gallinari,2017-03-28,15
Danilo Gallinari,2017-03-31,11
Danilo Gallinari,2017-04-02,19
Danilo Gallinari,2017-04-04,15
Danilo Gallinari,2017-04-05,16
Danilo Gallinari,2017-04-07,11
Danilo Gallinari,2017-04-09,20
Danny Green,2016-11-09,9
Danny Green,2016-11-12,4
Danny Green,2016-11-14,2
Danny Green,2016-11-16,7
Danny Green,2016-11-18,6
Danny Green,2016-11-21,4
Danny Green,2016-11-23,12
Danny Green,2016-11-25,4
Danny Green,2016-11-26,4
Danny Green,2016-11-29,4
Danny Green,2016-11-30,8
Danny Green,2016-12-02,4
Danny Green,2016-12-05,6
Danny Green,2016-12-06,4
Danny Green,2016-12-08,8
Danny Green,2016-12-10,4
Danny Green,2016-12-14,4
Danny Green,2016-12-15,2
Danny Green,2016-12-18,5
Danny Green,2016-12-20,8
Danny Green,2016-12-22,8
Danny Green,2016-12-23,7
Danny Green,2016-12-25,4
Danny Green,2016-12-28,8
Danny Green,2016-12-30,9
Danny Green,2017-01-01,8
Danny Green,2017-01-03,5
Danny Green,2017-01-05,7
Danny Green,2017-01-07,6
Danny Green,2017-01-10,12
Danny Green,2017-01-12,4
Danny Green,2017-01-14,7
Danny Green,2017-01-17,8
Danny Green,2017-01-19,5
Danny Green,2017-01-21,5
Danny Green,2017-01-23,8
Danny Green,2017-01-24,12
Danny Green,2017-01-27,5
Danny Green,2017-01-29,6
Danny Green,2017-01-31,6
Danny Green,2017-02-02,10
Danny Green,2017-02-04,5
Danny Green,2017-02-06,12
Danny Green,2017-02-08,8
Danny Green,2017-02-10,5
Danny Green,2017-02-12,13
Danny Green,2017-02-13,9
Danny Green,2017-02-15,4
Danny Green,2017-02-24,4
Danny Green,2017-02-26,6
Danny Green,2017-03-01,7
Danny Green,2017-03-03,10
Danny Green,2017-03-04,8
Danny Green,2017-03-06,7
Danny Green,2017-03-08,13
Danny Green,2017-03-09,5
Danny Green,2017-03-11,7
Danny Green,2017-03-13,9
Danny Green,2017-03-15,7
Danny Green,2017-03-18,2
Danny Green,2017-03-19,5
Danny Green,2017-03-21,7
Danny Green,2017-03-23,3
Danny Green,2017-03-27,7
Danny Green,2017-03-29,9
Danny Green,2017-03-31,6
Danny Green,2017-04-10,5
Danny Green,2017-04-12,6
Dante Cunningham,2016-10-26,2
Dante Cunningham,2016-10-28,11
Dante Cunningham,2016-10-29,5
Dante Cunningham,2016-11-01,9
Dante Cunningham,2016-11-02,2
Dante Cunningham,2016-11-07,5
Dante Cunningham,2016-11-08,5
Dante Cunningham,2016-11-10,8
Dante Cunningham,2016-11-12,3
Dante Cunningham,2016-11-14,4
Dante Cunningham,2016-11-16,9
Dante Cunningham,2016-11-18,4
Dante Cunningham,2016-11-19,8
Dante Cunningham,2016-11-22,7
Dante Cunningham,2016-11-23,2
Dante Cunningham,2016-12-18,5
Dante Cunningham,2016-12-20,6
Dante Cunningham,2016-12-21,1
Dante Cunningham,2016-12-23,8
Dante Cunningham,2016-12-26,7
Dante Cunningham,2016-12-28,6
Dante Cunningham,2016-12-30,7
Dante Cunningham,2017-01-02,5
Dante Cunningham,2017-01-05,4
Dante Cunningham,2017-01-07,4
Dante Cunningham,2017-01-09,5
Dante Cunningham,2017-01-12,6
Dante Cunningham,2017-01-14,7
Dante Cunningham,2017-01-16,7
Dante Cunningham,2017-01-18,11
Dante Cunningham,2017-01-20,7
Dante Cunningham,2017-01-23,10
Dante Cunningham,2017-01-25,5
Dante Cunningham,2017-01-27,4
Dante Cunningham,2017-01-29,4
Dante Cunningham,2017-02-01,2
Dante Cunningham,2017-02-04,3
Dante Cunningham,2017-02-06,5
Dante Cunningham,2017-02-08,4
Dante Cunningham,2017-02-10,8
Dante Cunningham,2017-02-12,12
Dante Cunningham,2017-02-23,3
Dante Cunningham,2017-02-25,2
Dante Cunningham,2017-02-26,2
Dante Cunningham,2017-03-01,8
Dante Cunningham,2017-03-03,6
Dante Cunningham,2017-03-05,6
Dante Cunningham,2017-03-06,6
Dante Cunningham,2017-03-08,7
Dante Cunningham,2017-03-11,7
Dante Cunningham,2017-03-14,4
Dante Cunningham,2017-03-15,7
Dante Cunningham,2017-03-17,5
Dante Cunningham,2017-03-19,3
Dante Cunningham,2017-03-24,1
Dante Cunningham,2017-03-26,6
Dante Cunningham,2017-03-27,6
Dante Cunningham,2017-03-29,8
Dante Cunningham,2017-03-31,10
Dante Cunningham,2017-04-02,4
Dante Cunningham,2017-04-04,1
Dante Cunningham,2017-04-07,3
Dante Cunningham,2017-04-08,6
Dante Cunningham,2017-04-11,6
Dante Cunningham,2017-04-12,5
Dante Exum,2016-10-25,4
Dante Exum,2016-10-28,2
Dante Exum,2016-10-30,6
Dante Exum,2016-11-01,2
Dante Exum,2016-11-02,6
Dante Exum,2016-11-04,9
Dante Exum,2016-11-06,1
Dante Exum,2016-11-07,6
Dante Exum,2016-11-09,4
Dante Exum,2016-11-11,8
Dante Exum,2016-11-12,10
Dante Exum,2016-11-14,9
Dante Exum,2016-11-17,12
Dante Exum,2016-11-19,11
Dante Exum,2016-11-20,12
Dante Exum,2016-11-23,1
Dante Exum,2016-11-25,2
Dante Exum,2016-11-29,4
Dante Exum,2016-12-01,6
Dante Exum,2016-12-03,7
Dante Exum,2016-12-05,5
Dante Exum,2016-12-06,5
Dante Exum,2016-12-08,11
Dante Exum,2016-12-10,5
Dante Exum,2016-12-14,5
Dante Exum,2016-12-16,6
Dante Exum,2016-12-18,3
Dante Exum,2016-12-20,2
Dante Exum,2017-01-05,3
Dante Exum,2017-01-13,4
Dante Exum,2017-01-14,4
Dante Exum,2017-01-16,1
Dante Exum,2017-01-23,6
Dante Exum,2017-02-01,3
Dante Exum,2017-02-04,12
Dante Exum,2017-02-06,5
Dante Exum,2017-02-08,7
Dante Exum,2017-02-09,3
Dante Exum,2017-02-11,4
Dante Exum,2017-02-13,8
Dante Exum,2017-02-15,9
Dante Exum,2017-02-24,5
Dante Exum,2017-02-26,1
Dante Exum,2017-02-28,4
Dante Exum,2017-03-01,12
Dante Exum,2017-03-03,5
Dante Exum,2017-03-05,5
Dante Exum,2017-03-06,11
Dante Exum,2017-03-08,2
Dante Exum,2017-03-11,8
Dante Exum,2017-03-13,3
Dante Exum,2017-03-15,4
Dante Exum,2017-03-16,5
Dante Exum,2017-03-18,5
Dante Exum,2017-03-20,2
Dante Exum,2017-03-25,2
Dante Exum,2017-03-27,6
Dante Exum,2017-03-29,6
Dante Exum,2017-03-31,6
Dante Exum,2017-04-02,7
Dante Exum,2017-04-04,7
Dante Exum,2017-04-07,5
Dante Exum,2017-04-08,4
Dante Exum,2017-04-10,14
Dante Exum,2017-04-12,2
Dario Saric,2016-10-26,12
Dario Saric,2016-10-29,9
Dario Saric,2016-11-01,14
Dario Saric,2016-11-02,13
Dario Saric,2016-11-05,5
Dario Saric,2016-11-07,6
Dario Saric,2016-11-09,9
Dario Saric,2016-11-11,6
Dario Saric,2016-11-12,13
Dario Saric,2016-11-14,11
Dario Saric,2016-11-16,13
Dario Saric,2016-11-17,11
Dario Saric,2016-11-19,7
Dario Saric,2016-11-21,4
Dario Saric,2016-11-23,6
Dario Saric,2016-11-25,6
Dario Saric,2016-11-27,9
Dario Saric,2016-11-28,13
Dario Saric,2016-12-02,5
Dario Saric,2016-12-03,12
Dario Saric,2016-12-05,12
Dario Saric,2016-12-06,12
Dario Saric,2016-12-08,11
Dario Saric,2016-12-11,3
Dario Saric,2016-12-14,2
Dario Saric,2016-12-16,8
Dario Saric,2016-12-18,10
Dario Saric,2016-12-20,2
Dario Saric,2016-12-23,10
Dario Saric,2016-12-26,11
Dario Saric,2016-12-29,11
Dario Saric,2016-12-30,11
Dario Saric,2017-01-03,8
Dario Saric,2017-01-06,9
Dario Saric,2017-01-08,13
Dario Saric,2017-01-11,8
Dario Saric,2017-01-13,10
Dario Saric,2017-01-14,7
Dario Saric,2017-01-16,11
Dario Saric,2017-01-18,9
Dario Saric,2017-01-20,12
Dario Saric,2017-01-21,10
Dario Saric,2017-01-24,10
Dario Saric,2017-01-25,14
Dario Saric,2017-01-27,9
Dario Saric,2017-01-29,6
Dario Saric,2017-01-30,11
Dario Saric,2017-02-01,9
Dario Saric,2017-02-02,17
Dario Saric,2017-02-04,9
Dario Saric,2017-02-06,14
Dario Saric,2017-02-08,11
Dario Saric,2017-02-09,15
Dario Saric,2017-02-11,15
Dario Saric,2017-02-13,17
Dario Saric,2017-02-15,18
Dario Saric,2017-02-24,19
Dario Saric,2017-02-25,17
Dario Saric,2017-02-27,15
Dario Saric,2017-03-01,12
Dario Saric,2017-03-03,14
Dario Saric,2017-03-04,15
Dario Saric,2017-03-06,15
Dario Saric,2017-03-09,16
Dario Saric,2017-03-11,17
Dario Saric,2017-03-12,20
Dario Saric,2017-03-14,20
Dario Saric,2017-03-17,9
Dario Saric,2017-03-19,20
Dario Saric,2017-03-20,14
Dario Saric,2017-03-22,14
Dario Saric,2017-03-24,19
Dario Saric,2017-03-26,15
Dario Saric,2017-03-28,15
Dario Saric,2017-03-29,18
Dario Saric,2017-03-31,12
Dario Saric,2017-04-02,13
Dario Saric,2017-04-04,9
Dario Saric,2017-04-06,8
Dario Saric,2017-04-08,12
Dario Saric,2017-04-10,10
Darrell Arthur,2016-11-03,3
Darrell Arthur,2016-11-05,3
Darrell Arthur,2016-11-23,8
Darrell Arthur,2016-11-25,5
Darrell Arthur,2016-11-27,9
Darrell Arthur,2016-12-02,4
Darrell Arthur,2016-12-03,4
Darrell Arthur,2016-12-05,5
Darrell Arthur,2016-12-07,1
Darrell Arthur,2016-12-08,3
Darrell Arthur,2016-12-10,5
Darrell Arthur,2016-12-12,1
Darrell Arthur,2016-12-17,1
Darrell Arthur,2016-12-23,4
Darrell Arthur,2017-01-03,6
Darrell Arthur,2017-01-05,8
Darrell Arthur,2017-01-07,9
Darrell Arthur,2017-01-21,5
Darrell Arthur,2017-01-22,9
Darrell Arthur,2017-01-24,7
Darrell Arthur,2017-01-26,5
Darrell Arthur,2017-01-28,4
Darrell Arthur,2017-01-31,8
Darrell Arthur,2017-02-01,9
Darrell Arthur,2017-02-03,9
Darrell Arthur,2017-02-06,8
